,total_images,last_price,total_area,rooms,ceiling_height,floors_total,living_area,floor,is_apartment,studio,open_plan,kitchen_area,balcony,airports_nearest,cityCenters_nearest,parks_around3000,parks_nearest,ponds_around3000,ponds_nearest
6358,13,5500000.0,37.4,1,,24.0,18.5,22,,False,False,9.9,,7233.0,13449.0,1.0,1256.0,0.0,
6359,20,5500000.0,50.0,2,2.75,5.0,32.0,3,,False,False,6.0,,23205.0,4840.0,1.0,17.0,0.0,
6360,11,8420000.0,50.0,2,3.2,5.0,28.9,3,,False,False,9.1,,22435.0,3084.0,2.0,742.0,1.0,69.0
6361,15,5150000.0,37.7,1,2.54,17.0,16.4,16,False,False,False,11.0,2.0,33564.0,14616.0,0.0,,1.0,859.0
6362,8,6290000.0,62.0,1,2.77,25.0,18.0,17,False,False,False,23.0,2.0,35730.0,16032.0,2.0,477.0,3.0,337.0
6363,4,5215000.0,45.75,1,2.75,26.0,,4,,False,False,12.3,1.0,45827.0,18193.0,0.0,,0.0,
6364,3,8600000.0,65.0,2,,25.0,34.0,25,,False,False,10.0,0.0,34816.0,15893.0,0.0,,2.0,787.0
6365,12,11500000.0,90.0,3,,6.0,,5,,False,False,,,18975.0,3246.0,0.0,,3.0,449.0
6366,17,5650000.0,63.0,3,2.55,9.0,42.1,3,,False,False,8.1,,23139.0,12761.0,0.0,,0.0,
6367,2,15000000.0,116.0,4,3.3,20.0,90.0,20,False,False,False,19.2,5.0,39357.0,10581.0,2.0,288.0,3.0,311.0
6368,2,4385000.0,48.2,2,2.5,9.0,30.8,7,False,False,False,8.2,1.0,17665.0,16668.0,1.0,74.0,2.0,788.0
6369,3,4300000.0,34.0,1,2.5,9.0,19.0,7,,False,False,9.0,,31735.0,8813.0,3.0,309.0,1.0,203.0
6370,5,9333333.0,66.7,2,,13.0,37.5,6,,False,False,10.4,2.0,37434.0,8460.0,1.0,441.0,2.0,427.0
6371,16,4980000.0,57.9,3,2.5,9.0,39.4,7,,False,False,6.2,,49278.0,15103.0,1.0,324.0,1.0,339.0
6372,9,4200000.0,38.5,1,2.65,12.0,20.1,11,,False,False,10.4,,36576.0,11928.0,1.0,778.0,2.0,768.0
6373,6,5881384.0,94.1,3,2.7,24.0,47.6,10,,False,False,16.9,,21793.0,17121.0,0.0,,1.0,31.0
6374,0,4700000.0,61.9,1,2.6,9.0,,9,,False,False,,,23972.0,11542.0,0.0,,0.0,
6375,10,6400000.0,50.1,2,2.7,5.0,34.0,2,,False,False,5.4,,22794.0,1645.0,2.0,276.0,3.0,485.0
6376,8,4000000.0,43.4,2,2.5,5.0,,4,,False,False,,,20539.0,5191.0,1.0,1299.0,3.0,407.0
6377,13,15000000.0,76.0,3,3.0,4.0,55.2,4,,False,False,8.8,,25934.0,6501.0,1.0,419.0,0.0,
6378,5,5216000.0,62.85,2,,17.0,,12,,False,False,,,39180.0,16002.0,0.0,,1.0,930.0
6379,14,4499000.0,65.9,2,2.75,23.0,31.3,5,,False,False,14.8,2.0,21928.0,17256.0,0.0,,1.0,429.0
6380,6,6600000.0,54.0,2,2.96,5.0,,4,,False,False,,,28781.0,7720.0,2.0,21.0,2.0,220.0
6381,0,5000000.0,72.0,3,2.5,9.0,46.0,7,,False,False,8.0,2.0,48941.0,16779.0,0.0,,0.0,
6382,9,7300000.0,67.0,2,,7.0,35.6,2,,False,False,13.0,,33506.0,13892.0,0.0,,2.0,175.0
6383,6,3030000.0,32.5,1,2.5,9.0,18.0,7,,False,False,6.3,,51544.0,16787.0,0.0,,1.0,1032.0
6384,14,7050000.0,79.0,4,,6.0,,4,,False,False,,0.0,31238.0,5282.0,1.0,284.0,3.0,418.0
6385,8,4200000.0,39.0,1,,12.0,,10,,False,False,,,16281.0,17012.0,1.0,353.0,0.0,
6386,8,3701000.0,44.5,2,2.5,5.0,26.0,2,,False,False,6.0,,12715.0,9457.0,1.0,182.0,0.0,
6387,11,5300000.0,47.0,1,2.7,5.0,18.0,2,,False,False,14.0,2.0,33358.0,13171.0,0.0,,2.0,118.0
6388,0,14000000.0,107.0,3,,22.0,,2,,False,False,,,43951.0,13530.0,1.0,555.0,0.0,
6389,8,6500000.0,59.0,3,2.5,9.0,43.0,7,,False,False,6.0,,14846.0,8135.0,0.0,,0.0,
6390,10,3550000.0,43.5,1,,13.0,19.6,11,,False,False,7.0,0.0,47754.0,15735.0,0.0,,0.0,
6391,1,4720000.0,50.2,2,,2.0,32.0,2,,False,False,7.0,,16130.0,6604.0,2.0,392.0,0.0,
6392,16,8990000.0,83.5,2,,9.0,39.0,3,,False,False,15.3,2.0,40996.0,12190.0,1.0,33.0,0.0,
6393,11,6400000.0,64.0,3,2.7,9.0,,5,,False,False,,,15065.0,11754.0,1.0,196.0,1.0,694.0
6394,4,59534892.0,172.4,4,3.0,8.0,91.24,5,False,False,False,15.72,,26612.0,6951.0,3.0,128.0,1.0,481.0
6395,13,6000000.0,50.0,2,2.5,7.0,33.0,5,,False,False,8.2,1.0,9548.0,11015.0,1.0,706.0,0.0,
6396,9,3950000.0,48.0,2,2.55,12.0,26.8,1,,False,False,10.0,,15390.0,14186.0,1.0,1501.0,2.0,191.0
6397,9,3990900.0,40.0,1,2.6,4.0,21.5,1,,False,False,7.85,,19638.0,2588.0,1.0,401.0,3.0,300.0
6398,16,8500000.0,69.2,3,,12.0,41.4,5,,False,False,10.7,,36774.0,12407.0,0.0,,0.0,
6399,6,4270000.0,36.0,1,2.7,17.0,16.0,5,,False,False,10.0,,36237.0,13151.0,0.0,,0.0,
6400,4,13900000.0,150.0,4,,5.0,81.0,5,,False,False,18.5,,22905.0,3379.0,0.0,,1.0,773.0
6401,20,5490000.0,40.2,1,,22.0,21.3,7,,False,False,8.1,2.0,30471.0,11603.0,1.0,620.0,1.0,1152.0
6402,2,6650000.0,71.0,3,2.8,9.0,40.4,7,,False,False,10.7,0.0,27832.0,9567.0,0.0,,2.0,522.0
6403,5,3800000.0,45.2,2,,9.0,26.9,7,,False,False,6.2,1.0,16973.0,16881.0,0.0,,1.0,562.0
6404,8,8000000.0,61.0,3,2.5,5.0,39.0,5,,False,False,8.0,1.0,20791.0,3156.0,1.0,359.0,1.0,690.0
6405,8,5100000.0,52.0,2,,6.0,34.0,2,,False,False,9.0,1.0,42964.0,8480.0,1.0,578.0,0.0,
6406,2,4100000.0,58.0,3,2.52,7.0,48.0,5,False,False,False,5.7,2.0,35890.0,9841.0,0.0,,0.0,
6407,0,5800000.0,52.0,2,2.7,12.0,30.1,10,,False,False,8.1,,35197.0,12112.0,0.0,,1.0,1240.0
6408,7,8600000.0,80.6,3,,10.0,49.3,6,,False,False,11.0,2.0,15324.0,16995.0,0.0,,0.0,
6409,8,7000000.0,74.0,2,3.0,6.0,50.0,3,,False,False,10.0,,21875.0,6266.0,1.0,393.0,1.0,752.0
6410,9,6360136.0,38.3,1,,19.0,10.7,14,,False,False,16.5,,19499.0,4844.0,0.0,,1.0,503.0
6411,10,4700000.0,37.4,1,2.5,10.0,,2,,False,False,,,39314.0,14598.0,0.0,,0.0,
6412,19,9495000.0,76.9,2,2.7,15.0,37.4,2,,False,False,14.9,4.0,13793.0,12526.0,0.0,,0.0,
6413,20,12580000.0,87.8,3,,19.0,52.2,10,,False,False,12.5,2.0,19499.0,4844.0,0.0,,1.0,503.0
6414,10,7900000.0,67.0,2,2.6,20.0,41.1,4,,False,False,11.6,,35068.0,16167.0,0.0,,0.0,
6415,11,6400000.0,77.0,3,,22.0,43.0,6,,False,False,12.5,,42165.0,21481.0,0.0,,0.0,
6416,6,2600000.0,31.3,1,,4.0,18.2,2,False,False,False,5.6,0.0,18459.0,17461.0,1.0,613.0,0.0,
6417,18,4950000.0,46.3,2,2.7,4.0,24.2,3,,False,False,8.5,,19521.0,2595.0,1.0,455.0,3.0,55.0
6418,16,3850000.0,46.0,2,2.5,9.0,28.33,7,False,False,False,8.3,1.0,36574.0,10889.0,1.0,661.0,0.0,
6419,10,2950000.0,30.4,1,2.5,9.0,17.7,7,,False,False,6.2,,48125.0,16105.0,0.0,,0.0,
6420,14,5500000.0,57.0,2,2.7,12.0,30.0,11,,False,False,8.0,2.0,36198.0,12047.0,1.0,480.0,1.0,469.0
6421,20,10999000.0,112.0,4,2.9,5.0,77.8,3,,False,False,9.5,1.0,21569.0,3664.0,0.0,,3.0,470.0
6422,17,4870000.0,58.0,3,,5.0,32.0,5,,False,False,10.0,0.0,33249.0,13018.0,1.0,519.0,2.0,647.0
6423,18,11500000.0,83.0,2,,11.0,57.0,3,False,False,False,10.0,0.0,38947.0,10650.0,1.0,672.0,0.0,
6424,1,3200000.0,35.0,1,,9.0,18.0,2,,False,False,8.0,0.0,24198.0,11210.0,1.0,341.0,0.0,
6425,10,4700000.0,45.0,2,2.5,5.0,28.0,2,,False,False,6.0,,44598.0,14670.0,2.0,449.0,0.0,
6426,4,4150000.0,39.4,1,2.65,16.0,20.1,4,,False,False,10.8,1.0,33617.0,11907.0,0.0,,0.0,
6427,9,5400000.0,60.0,2,,16.0,31.0,6,,False,False,10.0,1.0,14184.0,16228.0,1.0,547.0,0.0,
6428,17,3750000.0,35.4,1,,17.0,18.0,9,,False,False,6.5,2.0,45076.0,17799.0,0.0,,0.0,
6429,13,2750000.0,32.0,1,,9.0,18.0,5,,False,False,6.1,0.0,15208.0,14004.0,1.0,2026.0,2.0,651.0
6430,15,6000000.0,74.0,3,,5.0,49.0,5,,False,False,9.0,,24713.0,7477.0,2.0,132.0,2.0,785.0
6431,11,12500000.0,75.0,2,3.1,6.0,42.0,3,,False,False,10.3,,27492.0,9380.0,0.0,,2.0,656.0
6432,13,4700000.0,44.0,2,2.5,9.0,27.4,8,,False,False,6.8,,29227.0,13138.0,0.0,,0.0,
6433,18,4100000.0,44.0,2,,5.0,27.2,1,,False,False,5.1,0.0,10783.0,12227.0,1.0,425.0,1.0,815.0
6434,7,8990000.0,80.0,3,,4.0,53.0,4,,False,False,7.8,,37228.0,8452.0,1.0,1596.0,3.0,149.0
6435,8,33000000.0,194.1,11,3.43,5.0,129.0,2,,False,False,11.9,,21469.0,1015.0,1.0,686.0,2.0,66.0
6436,15,4990000.0,50.0,2,2.5,12.0,31.0,7,,False,False,7.0,1.0,32840.0,13349.0,1.0,503.0,1.0,869.0
6437,4,4875000.0,40.6,1,2.75,9.0,18.1,5,False,False,False,9.0,2.0,24329.0,5955.0,0.0,,2.0,520.0
6438,15,5500000.0,42.0,1,2.75,25.0,20.9,13,,False,False,10.5,2.0,33564.0,14616.0,0.0,,1.0,859.0
6439,9,19500000.0,49.7,1,3.8,10.0,,8,False,False,False,,2.0,31532.0,4624.0,1.0,2218.0,2.0,99.0
6440,4,4300000.0,44.0,2,,9.0,30.0,8,,False,False,7.0,,48498.0,16337.0,0.0,,0.0,
6441,8,9300000.0,67.5,3,2.54,17.0,44.6,5,,False,False,9.3,2.0,37275.0,12797.0,1.0,830.0,1.0,934.0
6442,3,12150000.0,114.0,5,,8.0,,8,,False,False,,0.0,13392.0,13826.0,1.0,22.0,1.0,181.0
6443,8,8000000.0,64.5,2,2.5,8.0,32.3,5,,False,False,14.2,,44487.0,11123.0,2.0,362.0,1.0,385.0
6444,12,5800000.0,73.4,4,2.5,9.0,,5,,False,False,,,51217.0,16602.0,0.0,,0.0,
6445,4,3650000.0,37.33,1,,12.0,17.7,2,,False,False,10.08,1.0,39180.0,16002.0,0.0,,1.0,930.0
6446,20,7450000.0,84.3,4,3.23,5.0,49.9,3,,False,False,12.8,0.0,20867.0,3232.0,3.0,328.0,2.0,877.0
6447,2,8900000.0,126.0,5,2.96,5.0,91.0,4,,False,False,10.3,,20394.0,1223.0,3.0,392.0,3.0,183.0
6448,15,3350000.0,43.5,2,2.5,5.0,28.2,5,,False,False,5.5,1.0,18574.0,21999.0,0.0,,2.0,699.0
6449,7,3800000.0,58.0,3,2.55,5.0,44.0,1,,False,False,6.0,2.0,19339.0,13140.0,0.0,,0.0,
6450,12,6100000.0,51.0,2,2.7,22.0,30.0,18,,False,False,9.0,0.0,26078.0,10251.0,1.0,387.0,0.0,
6451,11,6500000.0,59.6,3,3.05,5.0,37.3,1,,False,False,10.3,,23319.0,4585.0,1.0,660.0,1.0,253.0
6452,0,9100000.0,122.0,5,,19.0,79.0,1,,False,False,9.0,0.0,16237.0,15169.0,1.0,728.0,0.0,
6453,15,8300000.0,90.3,3,3.07,9.0,53.4,9,,False,False,15.9,2.0,30672.0,11542.0,1.0,886.0,1.0,86.0
6454,18,8900000.0,93.4,3,2.65,10.0,33.9,2,,False,False,14.3,,33833.0,14932.0,0.0,,1.0,777.0
6455,12,6300000.0,72.2,3,,10.0,42.4,6,,False,False,9.0,0.0,30290.0,11159.0,2.0,598.0,1.0,433.0
6456,12,8290000.0,76.0,2,,25.0,,15,,False,False,,0.0,51333.0,13056.0,0.0,,0.0,
6457,0,7740000.0,59.0,2,,6.0,28.0,4,,False,False,16.0,,26694.0,5397.0,2.0,215.0,0.0,
6458,11,4775000.0,47.9,2,2.7,9.0,24.0,8,,False,False,10.2,,15390.0,14186.0,1.0,1501.0,2.0,191.0
6459,6,3700000.0,41.7,3,2.5,5.0,29.8,3,,False,False,5.3,,15724.0,14520.0,1.0,673.0,1.0,311.0
6460,6,6498000.0,39.9,1,2.7,14.0,15.31,9,,False,False,11.7,1.0,19553.0,4762.0,0.0,,1.0,533.0
6461,2,6880000.0,62.0,2,,25.0,26.6,21,,False,False,11.0,,42341.0,10087.0,0.0,,0.0,
6462,2,4990000.0,47.7,1,,7.0,27.5,1,,False,False,19.4,,21415.0,3752.0,0.0,,1.0,635.0
6463,9,13200000.0,135.0,4,3.15,5.0,75.5,4,,False,False,17.8,,23319.0,4585.0,1.0,660.0,1.0,253.0
6464,16,5850000.0,85.0,3,2.8,17.0,53.0,16,,False,False,17.0,,16087.0,14883.0,0.0,,0.0,
6465,8,4300000.0,47.6,2,,12.0,27.0,12,,False,False,7.0,1.0,15339.0,17046.0,0.0,,0.0,
6466,13,6300000.0,51.8,2,2.76,19.0,29.5,2,,False,False,10.2,,18625.0,17628.0,0.0,,2.0,108.0
6467,11,9095000.0,68.72,2,,16.0,34.6,8,,False,False,10.2,2.0,37434.0,8460.0,1.0,441.0,2.0,427.0
6468,20,7250000.0,62.3,3,2.55,9.0,39.9,4,,False,False,9.8,,28529.0,14247.0,0.0,,1.0,801.0
6469,17,9500000.0,90.0,3,2.67,16.0,50.1,6,,False,False,17.0,1.0,38804.0,12710.0,0.0,,0.0,
6470,20,8000000.0,60.0,2,3.0,6.0,33.0,2,,False,False,9.0,,25969.0,4816.0,0.0,,0.0,
6471,1,5600000.0,42.0,2,2.5,6.0,24.0,3,,False,False,10.0,,31327.0,3144.0,0.0,,0.0,
6472,20,4000000.0,37.0,1,2.56,6.0,18.0,2,,False,False,8.2,2.0,34647.0,14949.0,1.0,595.0,1.0,663.0
6473,7,5200000.0,34.5,1,2.75,19.0,17.5,15,,False,False,9.5,2.0,18090.0,17092.0,0.0,,2.0,112.0
6474,15,6200000.0,75.0,3,2.65,12.0,45.0,4,False,False,False,10.0,2.0,47877.0,15971.0,0.0,,0.0,
6475,20,3150000.0,28.0,1,2.5,15.0,15.0,15,,False,False,6.1,2.0,12892.0,11225.0,1.0,800.0,1.0,981.0
6476,4,3500000.0,34.0,1,,12.0,17.5,7,,False,False,7.0,2.0,46167.0,13796.0,1.0,452.0,1.0,516.0
6477,19,5850000.0,50.3,2,2.7,12.0,27.0,1,,False,False,11.0,,37480.0,12511.0,0.0,,0.0,
6478,6,3990000.0,33.65,1,2.75,23.0,,19,,False,False,9.8,2.0,22077.0,17405.0,0.0,,1.0,274.0
6479,4,9000000.0,42.0,2,2.7,6.0,26.6,4,,False,False,,0.0,19691.0,2152.0,3.0,390.0,3.0,44.0
6480,5,4080000.0,42.0,1,2.75,19.0,19.1,4,,False,False,10.6,2.0,33367.0,14445.0,0.0,,0.0,
6481,10,11900000.0,115.2,3,2.85,16.0,60.2,10,,False,False,12.0,,16548.0,11012.0,1.0,831.0,1.0,968.0
6482,12,5900000.0,65.0,2,3.0,5.0,31.9,1,,False,False,11.2,,20326.0,1690.0,3.0,530.0,3.0,565.0
6483,8,4900000.0,65.0,3,2.5,14.0,41.7,1,,False,False,7.8,,36909.0,10659.0,1.0,257.0,0.0,
6484,2,6700000.0,44.0,1,2.7,12.0,23.0,9,False,False,False,13.0,2.0,23756.0,5384.0,1.0,2295.0,1.0,534.0
6485,17,21000000.0,150.0,4,3.0,5.0,72.0,4,,False,False,25.0,1.0,15036.0,14795.0,2.0,668.0,0.0,
6486,4,4650000.0,57.0,2,2.65,10.0,31.0,1,,False,False,12.0,,33135.0,14299.0,1.0,232.0,2.0,264.0
6487,6,7730000.0,67.5,2,2.7,25.0,,3,,False,False,11.9,1.0,17580.0,15048.0,2.0,468.0,0.0,
6488,20,5700000.0,51.4,2,2.64,12.0,32.7,12,,False,False,7.0,,31932.0,12525.0,0.0,,0.0,
6489,1,3700000.0,46.1,2,2.6,9.0,30.3,1,,False,False,7.1,,29555.0,13297.0,0.0,,0.0,
6490,7,4700000.0,60.0,3,2.5,9.0,40.0,2,,False,False,6.5,,49687.0,15393.0,0.0,,0.0,
6491,8,4190000.0,31.3,1,,9.0,15.8,9,,False,False,8.0,,12854.0,11128.0,0.0,,1.0,558.0
6492,14,6300000.0,57.2,2,2.55,18.0,31.7,18,,False,False,13.5,,15396.0,12984.0,0.0,,1.0,982.0
6493,8,8000000.0,71.3,2,2.95,7.0,46.1,4,,False,False,8.0,0.0,10708.0,10057.0,2.0,63.0,0.0,
6494,4,8577905.0,51.7,2,2.75,8.0,13.7,1,,False,False,,,39946.0,10720.0,1.0,2102.0,3.0,303.0
6495,50,11000000.0,87.0,2,,25.0,32.5,11,,False,False,31.0,5.0,9586.0,11649.0,0.0,,0.0,
6496,16,17700000.0,134.0,4,3.4,6.0,73.0,6,False,False,False,25.0,1.0,24077.0,3644.0,1.0,913.0,3.0,177.0
6497,9,6700000.0,60.0,2,,5.0,35.5,2,,False,False,10.0,,25024.0,3926.0,0.0,,0.0,
6498,13,25000000.0,77.0,2,3.32,6.0,55.2,1,False,False,False,,,22379.0,3028.0,2.0,942.0,1.0,169.0
6499,13,37900000.0,220.0,6,4.5,5.0,148.0,5,,False,False,21.0,1.0,32534.0,4725.0,0.0,,2.0,594.0
6500,13,2999000.0,32.4,1,2.6,9.0,16.6,1,,False,False,8.1,0.0,44474.0,11110.0,1.0,170.0,1.0,335.0
6501,5,3400000.0,46.0,2,,5.0,30.0,1,,False,False,6.0,0.0,36689.0,11004.0,1.0,561.0,0.0,
6502,19,7490000.0,59.01,2,3.1,4.0,41.35,3,,False,False,9.27,,24554.0,5094.0,0.0,,0.0,
6503,6,6990000.0,67.0,3,,3.0,47.0,3,,False,False,7.0,,36954.0,8798.0,0.0,,3.0,550.0
6504,3,10600000.0,106.0,5,3.4,5.0,76.3,2,,False,False,10.0,0.0,26301.0,4876.0,0.0,,1.0,651.0
6505,9,4500000.0,45.0,2,2.6,9.0,28.0,2,,False,False,,,34986.0,15288.0,1.0,501.0,3.0,586.0
6506,5,5200000.0,52.0,2,2.7,12.0,29.0,6,,False,False,8.0,,35197.0,12112.0,0.0,,1.0,1240.0
6507,10,4000000.0,42.0,3,2.5,5.0,,3,,False,False,,,11284.0,12562.0,1.0,358.0,1.0,117.0
6508,12,4350000.0,59.6,3,2.53,5.0,39.7,1,,False,False,6.7,0.0,19783.0,11314.0,0.0,,0.0,
6509,12,5399000.0,56.0,2,,16.0,33.0,6,,False,False,10.0,,33256.0,14420.0,1.0,41.0,2.0,119.0
6510,9,7580000.0,84.23,3,2.7,25.0,43.63,20,False,False,False,13.41,2.0,35847.0,15853.0,0.0,,0.0,
6511,8,6200000.0,80.0,3,,3.0,50.0,1,,False,False,10.0,,31752.0,8830.0,1.0,516.0,0.0,
6512,10,7750000.0,89.5,3,,16.0,52.4,8,,False,False,13.0,,34492.0,13956.0,0.0,,0.0,
6513,0,3750000.0,52.0,2,,12.0,30.0,1,,False,False,8.0,,14184.0,16228.0,1.0,547.0,0.0,
6514,3,6420000.0,58.27,2,,25.0,30.81,21,,False,False,11.12,,43074.0,10820.0,0.0,,0.0,
6515,5,7253540.0,42.1,1,,8.0,15.2,7,,False,False,14.8,,23564.0,5160.0,0.0,,1.0,814.0
6516,4,4800000.0,52.26,2,2.8,3.0,32.06,3,,False,False,6.0,1.0,43469.0,13648.0,0.0,,0.0,
6517,8,4650000.0,42.0,1,,15.0,17.5,2,,False,False,10.5,,12838.0,11477.0,1.0,593.0,1.0,130.0
6518,10,5000000.0,36.0,1,2.75,23.0,15.5,11,,False,False,10.0,,34071.0,12184.0,0.0,,0.0,
6519,7,3800000.0,34.0,1,,23.0,15.0,19,,False,False,9.0,1.0,43074.0,11831.0,0.0,,0.0,
6520,0,7000000.0,49.4,1,,16.0,21.4,13,,False,False,17.3,2.0,12357.0,13598.0,1.0,38.0,0.0,
6521,8,2190000.0,19.0,0,3.5,5.0,15.0,1,,True,False,,,29561.0,8264.0,2.0,383.0,1.0,781.0
6522,12,5600000.0,45.0,1,,14.0,,6,False,False,False,,4.0,29775.0,8623.0,3.0,423.0,0.0,
6523,7,3100000.0,30.5,1,2.6,5.0,16.5,4,,False,False,6.0,,19775.0,15371.0,1.0,76.0,2.0,765.0
6524,1,3200000.0,31.0,1,,5.0,17.0,5,,False,False,5.6,0.0,13378.0,13290.0,0.0,,0.0,
6525,11,10000000.0,90.0,3,2.6,17.0,52.0,9,,False,False,9.0,0.0,13172.0,11969.0,0.0,,0.0,
6526,1,43185328.0,494.1,1,2.85,12.0,,3,,False,False,,0.0,28529.0,6832.0,1.0,592.0,0.0,
6527,7,8590000.0,75.2,4,3.75,4.0,44.2,3,,False,False,17.7,0.0,22495.0,1494.0,3.0,567.0,1.0,147.0
6528,10,3900000.0,45.0,2,2.55,5.0,27.5,3,,False,False,7.0,,28185.0,12413.0,1.0,366.0,0.0,
6529,0,3850000.0,46.6,2,,9.0,29.7,4,,False,False,6.2,0.0,51917.0,16518.0,0.0,,1.0,856.0
6530,5,5950000.0,59.0,2,2.5,18.0,53.0,9,,False,False,8.6,1.0,23278.0,7223.0,1.0,655.0,2.0,938.0
6531,13,9500000.0,84.0,3,,23.0,52.0,12,,False,False,12.5,,32279.0,12790.0,0.0,,0.0,
6532,17,4300000.0,36.0,1,,12.0,21.0,9,,False,False,7.0,,41844.0,14347.0,1.0,308.0,0.0,
6533,16,2950000.0,35.5,1,2.6,18.0,17.9,1,,False,False,8.9,,41759.0,21048.0,0.0,,1.0,164.0
6534,20,12400000.0,98.0,3,,25.0,53.0,11,,False,False,13.1,1.0,36533.0,9289.0,1.0,674.0,0.0,
6535,10,3750000.0,32.0,1,2.6,9.0,18.0,1,,False,False,6.0,,38195.0,10667.0,0.0,,1.0,955.0
6536,18,7590000.0,78.1,3,3.3,6.0,56.5,4,False,False,False,11.2,,23404.0,2945.0,0.0,,0.0,
6537,0,15500000.0,127.8,5,3.9,7.0,86.7,3,,False,False,16.5,,24253.0,4821.0,1.0,694.0,1.0,650.0
6538,8,3800000.0,45.5,2,2.5,9.0,28.5,1,,False,False,7.0,0.0,47925.0,16049.0,0.0,,0.0,
6539,12,3200000.0,31.0,1,2.5,9.0,18.0,3,,False,False,6.3,,19309.0,18312.0,1.0,766.0,1.0,329.0
6540,6,9900000.0,82.0,3,2.8,27.0,43.0,19,,False,False,12.5,,33977.0,15076.0,0.0,,0.0,
6541,10,7700000.0,72.0,2,2.7,16.0,38.0,6,,False,False,11.0,1.0,11875.0,14467.0,0.0,,1.0,330.0
6542,7,3900000.0,45.0,2,,5.0,28.4,1,,False,False,6.0,,41147.0,11330.0,0.0,,0.0,
6543,13,12000000.0,106.0,6,2.8,3.0,70.0,1,,False,False,15.0,,20290.0,4733.0,0.0,,1.0,238.0
6544,9,17600000.0,151.0,3,3.05,13.0,92.3,6,,False,False,12.4,2.0,37434.0,8460.0,1.0,441.0,2.0,427.0
6545,8,4150000.0,42.7,1,,16.0,20.0,8,,False,False,10.0,,28959.0,10890.0,1.0,212.0,0.0,
6546,20,6450000.0,55.0,2,2.6,6.0,35.1,4,,False,False,7.4,,10791.0,11200.0,0.0,,1.0,890.0
6547,11,5350000.0,62.09,2,,23.0,,14,,False,False,11.45,,21928.0,17501.0,0.0,,1.0,390.0
6548,7,3300000.0,30.6,1,2.6,9.0,15.2,8,,False,False,8.1,,32106.0,9184.0,3.0,273.0,1.0,632.0
6549,10,7150000.0,75.0,3,,17.0,46.0,3,False,False,False,11.0,0.0,47893.0,16018.0,0.0,,0.0,
6550,15,4500000.0,42.0,2,2.5,5.0,27.0,5,,False,False,8.0,1.0,38949.0,12646.0,2.0,804.0,0.0,
6551,18,11305000.0,119.0,3,3.0,6.0,60.9,3,,False,False,14.9,,53364.0,17858.0,0.0,,2.0,370.0
6552,12,5300000.0,62.0,2,2.8,17.0,30.0,1,,False,False,12.5,,17209.0,16005.0,1.0,557.0,2.0,830.0
6553,5,10800000.0,123.0,5,3.2,4.0,84.0,2,,False,False,16.0,,23278.0,2820.0,0.0,,0.0,
6554,3,5410000.0,46.0,1,2.8,10.0,24.0,7,False,False,False,10.0,2.0,23609.0,5299.0,0.0,,1.0,433.0
6555,7,4890000.0,48.0,2,,9.0,28.0,2,,False,False,8.0,0.0,14788.0,13329.0,0.0,,0.0,
6556,3,2800000.0,35.0,1,,14.0,26.6,2,False,False,False,4.0,0.0,13171.0,15762.0,0.0,,0.0,
6557,10,5700000.0,65.0,3,2.6,9.0,43.0,6,False,False,False,8.5,1.0,14124.0,14231.0,1.0,775.0,0.0,
6558,8,3300000.0,37.0,1,,16.0,18.5,11,,False,False,9.0,2.0,31828.0,12832.0,0.0,,0.0,
6559,19,5300000.0,38.0,1,2.77,18.0,17.0,16,,False,False,11.0,2.0,7659.0,13841.0,0.0,,0.0,
6560,19,3150000.0,41.7,1,,23.0,14.4,16,,False,False,9.1,,22425.0,24137.0,0.0,,2.0,398.0
6561,11,5300000.0,51.0,2,,5.0,22.6,4,,False,False,15.8,,,4892.0,0.0,,2.0,369.0
6562,11,9500000.0,81.0,3,,7.0,53.0,6,False,False,False,8.0,0.0,29034.0,7736.0,2.0,756.0,0.0,
6563,9,3570000.0,33.9,1,,17.0,14.0,17,,False,False,11.92,0.0,17390.0,16804.0,1.0,172.0,0.0,
6564,15,3790000.0,38.0,1,2.55,9.0,17.5,8,False,False,False,8.3,2.0,27556.0,13649.0,1.0,1213.0,1.0,591.0
6565,1,12990000.0,191.0,7,3.3,5.0,136.1,2,,False,False,16.0,0.0,26856.0,5704.0,0.0,,1.0,1017.0
6566,15,5400000.0,59.0,2,2.87,4.0,31.5,2,,False,False,6.6,,20485.0,8180.0,0.0,,1.0,47.0
6567,16,11990000.0,68.0,2,3.1,9.0,29.0,5,,False,False,28.0,0.0,32512.0,4243.0,1.0,271.0,0.0,
6568,8,4150000.0,31.0,1,,5.0,,3,,False,False,,,13454.0,13366.0,0.0,,1.0,642.0
6569,2,12500000.0,110.0,4,,4.0,,2,,False,False,,,23575.0,4142.0,1.0,516.0,0.0,
6570,9,5700000.0,51.2,1,,16.0,22.8,3,,False,False,14.2,0.0,23266.0,9567.0,1.0,285.0,0.0,
6571,20,4800000.0,51.0,2,2.55,9.0,31.0,1,,False,False,10.0,,28011.0,12534.0,1.0,549.0,1.0,53.0
6572,20,6500000.0,63.0,2,2.5,18.0,35.0,15,,False,False,9.0,,42222.0,21539.0,0.0,,1.0,487.0
6573,11,4690000.0,60.0,3,2.55,10.0,37.4,6,,False,False,7.2,1.0,33196.0,13498.0,0.0,,0.0,
6574,5,4500000.0,56.0,3,2.5,12.0,33.7,10,,False,False,6.2,,45996.0,18720.0,0.0,,0.0,
